investigation_id,transaction_id,fraud_prediction_id,investigation_status,investigation_priority,investigator_name,investigation_notes,investigation_result,created_at,resolved_at
INV001611,TXN081425,FRD081425,Closed,High,Anvi Nadkarni,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-07 22:23:49,2024-09-12 22:23:49
INV001612,TXN081480,FRD081480,Resolved,High,Thomas Misra,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-10-25 08:19:41,2025-10-31 08:19:41
INV001613,TXN081495,FRD081495,Resolved,Critical,Dev Varkey,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-03-10 00:51:28,2025-03-13 00:51:28
INV001614,TXN081512,FRD081512,Resolved,High,Hitesh Thakkar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-31 06:12:53,2024-09-07 06:12:53
INV001615,TXN081656,FRD081656,Resolved,High,Harita Ratti,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-30 13:33:26,2025-12-04 13:33:26
INV001616,TXN081688,FRD081688,In Progress,Critical,Brinda Tank,High-risk fraudulent transaction requires immediate investigation.,,2024-07-31 16:56:20,
INV001617,TXN081738,FRD081738,In Progress,High,Bhavna Krishna,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-13 17:26:47,
INV001618,TXN081782,FRD081782,In Progress,High,Advika Rama,Medium-risk fraudulent transaction flagged for detailed review.,,2025-04-29 18:40:17,
INV001619,TXN081990,FRD081990,Resolved,High,Oni Aurora,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-08 11:25:21,2025-07-11 11:25:21
INV001620,TXN081999,FRD081999,Closed,Critical,Netra Bhalla,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-04-03 02:36:29,2024-04-06 02:36:29
INV001621,TXN082024,FRD082024,In Progress,High,Aashi Dhingra,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-08 14:22:20,
INV001622,TXN082052,FRD082052,Resolved,High,Brijesh Kakar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-05-03 01:37:17,2025-05-05 01:37:17
INV001623,TXN082154,FRD082154,Resolved,High,Bachittar Oza,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-11-28 02:29:04,2024-11-30 02:29:04
INV001624,TXN082181,FRD082181,Closed,High,Ansh Pandey,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-02-23 23:16:55,2025-03-02 23:16:55
INV001625,TXN082250,FRD082250,In Progress,High,Amol Golla,Medium-risk fraudulent transaction flagged for detailed review.,,2025-10-12 09:01:36,
INV001626,TXN082295,FRD082295,Resolved,Critical,Bhanumati Rau,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-06-20 14:05:09,2024-06-26 14:05:09
INV001627,TXN082310,FRD082310,Open,Critical,Pooja Memon,High-risk fraudulent transaction requires immediate investigation.,,2026-06-01 10:28:37,
INV001628,TXN082319,FRD082319,In Progress,High,Abhimanyu Mohan,Medium-risk fraudulent transaction flagged for detailed review.,,2025-10-17 04:10:13,
INV001629,TXN082386,FRD082386,Closed,High,Eiravati Subramanian,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2025-12-23 16:06:13,2025-12-29 16:06:13
INV001630,TXN082421,FRD082421,Closed,Critical,Oeshi Borah,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-09-09 09:44:06,2024-09-11 09:44:06
INV001631,TXN082477,FRD082477,Resolved,Critical,Radha Behl,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-05-05 22:39:19,2024-05-06 22:39:19
INV001632,TXN082515,FRD082515,In Progress,Critical,Yatin Samra,High-risk fraudulent transaction requires immediate investigation.,,2025-05-12 12:11:04,
INV001633,TXN082605,FRD082605,Resolved,High,Hritik Goda,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-06-19 16:06:41,2024-06-21 16:06:41
INV001634,TXN082628,FRD082628,In Progress,Critical,Sai Kapadia,High-risk fraudulent transaction requires immediate investigation.,,2024-02-23 22:43:43,
INV001635,TXN082670,FRD082670,In Progress,High,Upadhriti Acharya,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-12 15:49:27,
INV001636,TXN082719,FRD082719,Closed,Critical,Gabriel Murty,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-08-07 13:11:57,2025-08-11 13:11:57
INV001637,TXN082808,FRD082808,Resolved,High,Baghyawati Parmar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-28 04:08:00,2024-10-29 04:08:00
INV001638,TXN082862,FRD082862,Resolved,High,Libni Chawla,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-28 02:29:03,2024-10-29 02:29:03
INV001639,TXN082865,FRD082865,Resolved,High,Teerth Edwin,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-04-18 11:04:58,2024-04-21 11:04:58
INV001640,TXN082907,FRD082907,Resolved,Critical,Prisha Kuruvilla,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-02-06 00:52:26,2026-02-07 00:52:26
INV001641,TXN082951,FRD082951,Closed,High,Saanvi Manda,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-13 23:51:10,2024-09-18 23:51:10
INV001642,TXN083057,FRD083057,In Progress,Critical,Upasna Naik,High-risk fraudulent transaction requires immediate investigation.,,2026-04-21 09:43:15,
INV001643,TXN083113,FRD083113,In Progress,High,Faraj Gill,Medium-risk fraudulent transaction flagged for detailed review.,,2024-03-25 21:10:36,
INV001644,TXN083137,FRD083137,Closed,High,Ekalinga Pathak,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-12-11 01:29:47,2024-12-14 01:29:47
INV001645,TXN083192,FRD083192,Resolved,High,Orinder Dara,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-08-11 09:17:16,2025-08-13 09:17:16
INV001646,TXN083197,FRD083197,Resolved,Critical,Forum Nadig,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-01-30 02:13:05,2025-02-01 02:13:05
INV001647,TXN083249,FRD083249,In Progress,High,Isaiah Pandit,Medium-risk fraudulent transaction flagged for detailed review.,,2024-05-15 11:16:30,
INV001648,TXN083274,FRD083274,Resolved,High,Naveen Bala,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-03-06 06:28:31,2024-03-09 06:28:31
INV001649,TXN083277,FRD083277,Closed,High,Nisha Chad,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-08-11 05:51:50,2024-08-13 05:51:50
INV001650,TXN083401,FRD083401,Resolved,Critical,Nikita Merchant,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-10-11 22:48:23,2025-10-17 22:48:23
INV001651,TXN083533,FRD083533,In Progress,High,Tristan Deo,Medium-risk fraudulent transaction flagged for detailed review.,,2026-04-26 03:52:28,
INV001652,TXN083570,FRD083570,Resolved,Critical,Tanmayi Dar,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-12-05 02:17:27,2025-12-06 02:17:27
INV001653,TXN083618,FRD083618,Resolved,High,Manya Goswami,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-01-03 13:55:36,2026-01-08 13:55:36
INV001654,TXN083744,FRD083744,Resolved,Critical,Deepa Wali,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-03-16 20:37:55,2026-03-18 20:37:55
INV001655,TXN083933,FRD083933,In Progress,High,Azad Chopra,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-11 14:29:45,
INV001656,TXN083988,FRD083988,Closed,High,Azad Ramesh,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-20 06:22:19,2025-12-27 06:22:19
INV001657,TXN084027,FRD084027,In Progress,High,Om Choudhury,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-09 13:32:43,
INV001658,TXN084074,FRD084074,Closed,Critical,Chandani Dora,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-02-19 18:01:01,2025-02-25 18:01:01
INV001659,TXN084137,FRD084137,Closed,High,Qushi Saraf,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-11-05 12:54:37,2024-11-06 12:54:37
INV001660,TXN084138,FRD084138,Open,High,Aarnav Acharya,Medium-risk fraudulent transaction flagged for detailed review.,,2025-02-14 09:45:53,
INV001661,TXN084144,FRD084144,In Progress,High,Zilmil Mani,Medium-risk fraudulent transaction flagged for detailed review.,,2024-02-01 02:37:01,
INV001662,TXN084149,FRD084149,Open,High,Bhanumati Parsa,Medium-risk fraudulent transaction flagged for detailed review.,,2024-06-07 11:07:14,
INV001663,TXN084158,FRD084158,Open,Critical,Amara Chandra,High-risk fraudulent transaction requires immediate investigation.,,2025-05-21 17:11:56,
INV001664,TXN084172,FRD084172,Open,High,Pooja Sridhar,Medium-risk fraudulent transaction flagged for detailed review.,,2025-07-08 03:58:51,
INV001665,TXN084308,FRD084308,In Progress,High,Lila Chauhan,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-30 02:33:47,
INV001666,TXN084384,FRD084384,Resolved,High,Tripti Dalal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-01-13 06:31:48,2025-01-19 06:31:48
INV001667,TXN084387,FRD084387,Resolved,Critical,Raksha Gokhale,High-risk fraudulent transaction requires immediate investigation.,False Positive,2024-12-22 14:51:46,2024-12-29 14:51:46
INV001668,TXN084392,FRD084392,Open,High,Saanvi Mall,Medium-risk fraudulent transaction flagged for detailed review.,,2024-01-26 07:27:46,
INV001669,TXN084410,FRD084410,Closed,High,Yauvani Nagy,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-03 08:07:22,2025-11-06 08:07:22
INV001670,TXN084437,FRD084437,Closed,High,Kashish Sehgal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-05 22:21:48,2024-05-07 22:21:48
INV001671,TXN084511,FRD084511,Closed,Critical,Brijesh Sankaran,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-05-19 04:43:52,2024-05-22 04:43:52
INV001672,TXN084688,FRD084688,Closed,High,Jalsa Patla,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-01-05 04:57:44,2026-01-11 04:57:44
INV001673,TXN084751,FRD084751,Closed,Critical,Baghyawati Gour,High-risk fraudulent transaction requires immediate investigation.,False Positive,2026-05-05 22:09:22,2026-05-10 22:09:22
INV001674,TXN084779,FRD084779,Resolved,High,Guneet Arya,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-03-21 20:18:59,2025-03-23 20:18:59
INV001675,TXN084796,FRD084796,Open,High,Alka Shroff,Medium-risk fraudulent transaction flagged for detailed review.,,2024-04-26 00:40:16,
INV001676,TXN084926,FRD084926,Resolved,Critical,Ronith Karnik,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2026-01-21 09:31:28,2026-01-27 09:31:28
INV001677,TXN084966,FRD084966,Closed,High,Janani Randhawa,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-10-18 19:43:25,2024-10-21 19:43:25
INV001678,TXN085026,FRD085026,Resolved,High,Yahvi Chowdhury,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-06-19 13:52:09,2026-06-21 13:52:09
INV001679,TXN085029,FRD085029,Resolved,High,Raghav Ghosh,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-01-06 19:30:55,2026-01-07 19:30:55
INV001680,TXN085032,FRD085032,Closed,High,Yasti Singh,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-19 07:55:15,2024-04-24 07:55:15
INV001681,TXN085035,FRD085035,Closed,High,Charita Goyal,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-07-31 11:38:57,2025-08-02 11:38:57
INV001682,TXN085048,FRD085048,In Progress,High,Bhanumati Chaudhari,Medium-risk fraudulent transaction flagged for detailed review.,,2025-01-13 09:21:43,
INV001683,TXN085073,FRD085073,Closed,High,Mahika Majumdar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-11-03 22:50:43,2025-11-08 22:50:43
INV001684,TXN085080,FRD085080,Open,High,Deepa Trivedi,Medium-risk fraudulent transaction flagged for detailed review.,,2025-12-29 10:31:31,
INV001685,TXN085108,FRD085108,In Progress,Critical,Gopal Barman,High-risk fraudulent transaction requires immediate investigation.,,2024-09-07 16:54:29,
INV001686,TXN085121,FRD085121,Resolved,High,Omya Comar,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-05-18 17:38:07,2024-05-25 17:38:07
INV001687,TXN085147,FRD085147,Open,Critical,Bhavna Nadkarni,High-risk fraudulent transaction requires immediate investigation.,,2025-08-27 02:15:05,
INV001688,TXN085184,FRD085184,Closed,Critical,Odika Saha,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-05-27 22:27:24,2024-06-03 22:27:24
INV001689,TXN085204,FRD085204,In Progress,High,Champak Bhat,Medium-risk fraudulent transaction flagged for detailed review.,,2025-08-20 11:30:48,
INV001690,TXN085211,FRD085211,Resolved,High,Gaurika Parmer,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-02-21 01:29:43,2026-02-27 01:29:43
INV001691,TXN085389,FRD085389,Closed,High,Chaaya Sanghvi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-09-16 02:57:12,2025-09-20 02:57:12
INV001692,TXN085432,FRD085432,Resolved,High,Noah Balasubramanian,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-09-07 10:19:47,2024-09-08 10:19:47
INV001693,TXN085434,FRD085434,Closed,High,Abha Korpal,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-03-29 05:30:01,2024-04-01 05:30:01
INV001694,TXN085439,FRD085439,Open,High,Isaac Sant,Medium-risk fraudulent transaction flagged for detailed review.,,2025-11-13 00:39:05,
INV001695,TXN085453,FRD085453,Resolved,High,Maanas Soni,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-06-19 05:19:52,2024-06-24 05:19:52
INV001696,TXN085460,FRD085460,Resolved,High,William Madan,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2026-01-18 09:04:06,2026-01-23 09:04:06
INV001697,TXN085472,FRD085472,Open,High,Eiravati Bala,Medium-risk fraudulent transaction flagged for detailed review.,,2026-03-20 22:48:28,
INV001698,TXN085495,FRD085495,In Progress,Critical,Joshua Baral,High-risk fraudulent transaction requires immediate investigation.,,2024-03-23 23:20:57,
INV001699,TXN085505,FRD085505,Open,High,Quincy Rajagopal,Medium-risk fraudulent transaction flagged for detailed review.,,2026-06-29 07:14:55,
INV001700,TXN085510,FRD085510,In Progress,Critical,Orinder Balay,High-risk fraudulent transaction requires immediate investigation.,,2024-04-25 17:50:56,
INV001701,TXN085604,FRD085604,Resolved,High,Nandini Sachdev,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-02-14 05:34:37,2025-02-15 05:34:37
INV001702,TXN085672,FRD085672,Resolved,High,Dalaja Ganguly,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2025-12-30 07:11:53,2026-01-06 07:11:53
INV001703,TXN085696,FRD085696,Closed,Critical,Hitesh Dass,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2024-07-28 02:56:38,2024-07-30 02:56:38
INV001704,TXN085704,FRD085704,Resolved,High,Daksha Pradhan,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-02-27 22:28:57,2024-03-02 22:28:57
INV001705,TXN085770,FRD085770,Closed,Critical,Manthan Tiwari,High-risk fraudulent transaction requires immediate investigation.,Confirmed Fraud,2025-09-19 01:13:33,2025-09-23 01:13:33
INV001706,TXN085813,FRD085813,In Progress,Critical,Daksh Nagarajan,High-risk fraudulent transaction requires immediate investigation.,,2025-08-12 01:36:22,
INV001707,TXN085902,FRD085902,Open,High,Aadi Tata,Medium-risk fraudulent transaction flagged for detailed review.,,2025-09-19 07:18:41,
INV001708,TXN085941,FRD085941,Closed,Critical,Sachi Sandal,High-risk fraudulent transaction requires immediate investigation.,False Positive,2025-02-20 01:57:03,2025-02-26 01:57:03
INV001709,TXN085955,FRD085955,Resolved,High,Chaitaly Choudhry,Medium-risk fraudulent transaction flagged for detailed review.,False Positive,2024-06-25 08:53:39,2024-06-29 08:53:39
INV001710,TXN086012,FRD086012,Open,High,Atharv Oza,Medium-risk fraudulent transaction flagged for detailed review.,,2025-03-14 17:01:19,
INV001711,TXN086052,FRD086052,Closed,High,Faqid Apte,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-07-24 05:44:46,2024-07-29 05:44:46
INV001712,TXN086148,FRD086148,Resolved,High,Chandresh Gaba,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-01-03 18:55:36,2024-01-05 18:55:36
INV001713,TXN086151,FRD086151,Open,High,Wishi Dara,Medium-risk fraudulent transaction flagged for detailed review.,,2024-10-27 03:32:21,
INV001714,TXN086179,FRD086179,Closed,High,Jeevika Salvi,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2026-03-13 05:56:37,2026-03-14 05:56:37
INV001715,TXN086195,FRD086195,Closed,High,Tamanna Sant,Medium-risk fraudulent transaction flagged for detailed review.,Confirmed Fraud,2024-04-10 12:00:48,2024-04-13 12:00:48
